index,true_name,image_path,phase,status,matched,pred_id,pred_name,pred_bucket,similarity,correct,faces,width,height,box,detect_ms,recognize_ms,enroll_ms,total_ms,esp_err,error
118,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_19_crop_128.png,test,ok,True,1,Face_1,Face_1,0.720569,yes,1,128,128,"{""x"": 23, ""y"": 4, ""w"": 84, ""h"": 115}",54,564,,618,,
119,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_04_crop_128.png,test,ok,True,2,Face_1,Face_1,0.792648,yes,1,128,128,"{""x"": 13, ""y"": 3, ""w"": 82, ""h"": 115}",53,566,,620,,
120,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_00_crop_128.png,test,ok,True,2,Face_1,Face_1,0.64865,yes,1,128,128,"{""x"": 16, ""y"": 0, ""w"": 82, ""h"": 116}",54,566,,621,,
121,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_04_crop_128.png,test,ok,True,2,Face_1,Face_1,0.579531,yes,1,128,128,"{""x"": 12, ""y"": 1, ""w"": 80, ""h"": 120}",53,565,,619,,
122,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_17_crop_128.png,test,ok,True,4,Face_2,Face_2,0.745292,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 97, ""h"": 119}",54,567,,621,,
123,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.810581,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 104, ""h"": 124}",54,567,,622,,
124,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_06_crop_128.png,test,ok,True,5,Face_2,Face_2,0.871695,yes,1,128,128,"{""x"": 15, ""y"": 0, ""w"": 92, ""h"": 119}",53,565,,619,,
125,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_08_crop_128.png,test,ok,True,5,Face_2,Face_2,0.858514,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 98, ""h"": 120}",54,566,,620,,
126,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_19_crop_128.png,test,ok,True,6,Face_2,Face_2,0.718203,yes,1,128,128,"{""x"": 21, ""y"": 0, ""w"": 105, ""h"": 122}",53,566,,620,,
127,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.833097,yes,1,128,128,"{""x"": 18, ""y"": 0, ""w"": 104, ""h"": 123}",54,565,,619,,
128,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_19_crop_128.png,test,ok,True,4,Face_2,Face_2,0.659704,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 97, ""h"": 118}",53,567,,621,,
129,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_02_crop_128.png,test,ok,True,4,Face_2,Face_2,0.719397,yes,1,128,128,"{""x"": 6, ""y"": 0, ""w"": 96, ""h"": 123}",54,567,,621,,
130,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.793249,yes,1,128,128,"{""x"": 24, ""y"": 0, ""w"": 102, ""h"": 123}",54,569,,623,,
131,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_07_crop_128.png,test,ok,True,4,Face_2,Face_2,0.619777,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 82, ""h"": 119}",54,566,,620,,
132,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_18_crop_128.png,test,ok,True,4,Face_2,Face_2,0.803894,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 102, ""h"": 122}",54,568,,623,,
133,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_10_crop_128.png,test,ok,True,4,Face_2,Face_2,0.706875,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 100, ""h"": 123}",53,567,,621,,
134,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_04_crop_128.png,test,ok,True,4,Face_2,Face_2,0.8139,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 98, ""h"": 122}",53,568,,622,,
135,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.791683,yes,1,128,128,"{""x"": 19, ""y"": 0, ""w"": 108, ""h"": 126}",54,565,,620,,
136,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.842259,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 102, ""h"": 120}",53,565,,619,,
137,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_01_crop_128.png,test,ok,True,4,Face_2,Face_2,0.666381,yes,1,128,128,"{""x"": 6, ""y"": 0, ""w"": 95, ""h"": 120}",53,567,,621,,
138,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_09_crop_128.png,test,ok,True,4,Face_2,Face_2,0.546097,yes,1,128,128,"{""x"": 22, ""y"": 0, ""w"": 101, ""h"": 126}",54,564,,619,,
139,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_02_080_09_crop_128.png,test,ok,True,4,Face_2,Face_2,0.600871,yes,1,128,128,"{""x"": 24, ""y"": 0, ""w"": 102, ""h"": 122}",53,566,,619,,
140,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_13_crop_128.png,test,ok,True,4,Face_2,Face_2,0.72568,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 104, ""h"": 128}",54,568,,622,,
141,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_04_crop_128.png,test,ok,True,4,Face_2,Face_2,0.802487,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 97, ""h"": 119}",53,567,,621,,
142,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_19_crop_128.png,test,ok,True,6,Face_2,Face_2,0.778932,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 102, ""h"": 125}",54,564,,619,,
143,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_03_crop_128.png,test,ok,True,4,Face_2,Face_2,0.81904,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 99, ""h"": 127}",53,569,,622,,
144,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_01_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 22, ""y"": 0, ""w"": 88, ""h"": 124}",53,566,,619,,
145,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.624984,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 86, ""h"": 117}",54,565,,619,,
146,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_02_051_06_crop_128.png,test,ok,True,6,Face_2,Face_2,0.853197,yes,1,128,128,"{""x"": 16, ""y"": 0, ""w"": 100, ""h"": 124}",54,568,,622,,
147,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_16_crop_128.png,test,ok,True,4,Face_2,Face_2,0.758942,yes,1,128,128,"{""x"": 31, ""y"": 0, ""w"": 95, ""h"": 120}",54,566,,620,,
148,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.57045,yes,1,128,128,"{""x"": 19, ""y"": 0, ""w"": 93, ""h"": 121}",53,568,,621,,
149,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_11_crop_128.png,test,ok,True,4,Face_2,Face_2,0.655845,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 86, ""h"": 122}",54,566,,620,,
150,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_08_crop_128.png,test,ok,True,6,Face_2,Face_2,0.855911,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 95, ""h"": 119}",53,566,,619,,
151,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_13_crop_128.png,test,ok,True,4,Face_2,Face_2,0.683027,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 99, ""h"": 128}",53,569,,622,,
152,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_12_crop_128.png,test,ok,True,4,Face_2,Face_2,0.584232,yes,1,128,128,"{""x"": 35, ""y"": 0, ""w"": 93, ""h"": 128}",54,566,,620,,
153,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.758598,yes,1,128,128,"{""x"": 8, ""y"": 0, ""w"": 95, ""h"": 118}",53,566,,619,,
154,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_18_crop_128.png,test,ok,True,4,Face_2,Face_2,0.792272,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 97, ""h"": 120}",53,568,,622,,
155,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_11_crop_128.png,test,ok,False,,,__no_face__,,no,0,128,128,"""""",45,,,,,no_face
156,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_18_crop_128.png,test,ok,True,4,Face_2,Face_2,0.691589,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 98, ""h"": 121}",53,564,,618,,
157,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_00_crop_128.png,test,ok,True,4,Face_2,Face_2,0.747367,yes,1,128,128,"{""x"": 23, ""y"": 0, ""w"": 101, ""h"": 121}",53,567,,621,,
158,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_12_crop_128.png,test,ok,True,4,Face_2,Face_2,0.693685,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 101, ""h"": 124}",53,565,,619,,
159,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_01_crop_128.png,test,ok,True,6,Face_2,Face_2,0.68901,yes,1,128,128,"{""x"": 19, ""y"": 0, ""w"": 104, ""h"": 124}",53,565,,618,,
160,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.871298,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 106, ""h"": 124}",53,565,,619,,
161,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_09_crop_128.png,test,ok,True,6,Face_2,Face_2,0.724986,yes,1,128,128,"{""x"": 14, ""y"": 0, ""w"": 85, ""h"": 119}",53,564,,618,,
162,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_07_crop_128.png,test,ok,True,5,Face_2,Face_2,0.8585,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 90, ""h"": 120}",54,565,,619,,
163,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_11_crop_128.png,test,ok,True,4,Face_2,Face_2,0.710451,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 103, ""h"": 124}",55,564,,619,,
164,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.743177,yes,1,128,128,"{""x"": 6, ""y"": 0, ""w"": 101, ""h"": 121}",53,566,,620,,
165,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_18_crop_128.png,test,ok,True,4,Face_2,Face_2,0.724746,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 87, ""h"": 120}",55,566,,621,,
166,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_08_crop_128.png,test,ok,True,6,Face_2,Face_2,0.790747,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 88, ""h"": 116}",53,565,,619,,
167,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_03_crop_128.png,test,ok,True,4,Face_2,Face_2,0.77097,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 97, ""h"": 123}",53,566,,620,,
168,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_13_crop_128.png,test,ok,True,6,Face_2,Face_2,0.713973,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 106, ""h"": 124}",53,567,,620,,
169,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_19_crop_128.png,test,ok,True,4,Face_2,Face_2,0.604077,yes,1,128,128,"{""x"": 37, ""y"": 0, ""w"": 91, ""h"": 118}",54,567,,621,,
170,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_10_crop_128.png,test,ok,True,6,Face_2,Face_2,0.819542,yes,1,128,128,"{""x"": 20, ""y"": 0, ""w"": 100, ""h"": 124}",53,570,,624,,
171,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_15_crop_128.png,test,ok,True,5,Face_2,Face_2,0.560172,yes,1,128,128,"{""x"": 19, ""y"": 0, ""w"": 94, ""h"": 123}",53,566,,620,,
172,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_07_crop_128.png,test,ok,True,5,Face_2,Face_2,0.79794,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 90, ""h"": 121}",54,567,,622,,
173,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_02_200_16_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 22, ""y"": 0, ""w"": 89, ""h"": 116}",53,567,,621,,
174,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_11_crop_128.png,test,ok,True,4,Face_2,Face_2,0.746499,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 98, ""h"": 124}",53,568,,622,,
175,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_13_crop_128.png,test,ok,True,4,Face_2,Face_2,0.695406,yes,1,128,128,"{""x"": 20, ""y"": 0, ""w"": 101, ""h"": 121}",54,567,,621,,
176,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_05_crop_128.png,test,ok,True,5,Face_2,Face_2,0.508122,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 85, ""h"": 117}",53,566,,620,,
177,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_00_crop_128.png,test,ok,True,6,Face_2,Face_2,0.71873,yes,1,128,128,"{""x"": 0, ""y"": 0, ""w"": 106, ""h"": 125}",53,567,,621,,
178,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_06_crop_128.png,test,ok,True,4,Face_2,Face_2,0.843685,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 98, ""h"": 122}",55,565,,620,,
179,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_08_crop_128.png,test,ok,True,5,Face_2,Face_2,0.728329,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 88, ""h"": 121}",53,567,,620,,
180,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_04_crop_128.png,test,ok,True,4,Face_2,Face_2,0.857794,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 103, ""h"": 125}",54,566,,620,,
181,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_18_crop_128.png,test,ok,True,4,Face_2,Face_2,0.751012,yes,1,128,128,"{""x"": 21, ""y"": 0, ""w"": 104, ""h"": 122}",53,566,,619,,
182,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_06_crop_128.png,test,ok,True,5,Face_2,Face_2,0.9458,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 105, ""h"": 127}",53,566,,620,,
183,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.741317,yes,1,128,128,"{""x"": 33, ""y"": 0, ""w"": 95, ""h"": 120}",53,568,,622,,
184,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_17_crop_128.png,test,ok,True,4,Face_2,Face_2,0.840963,yes,1,128,128,"{""x"": 16, ""y"": 0, ""w"": 99, ""h"": 122}",53,565,,619,,
185,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_00_crop_128.png,test,ok,True,4,Face_2,Face_2,0.688878,yes,1,128,128,"{""x"": 30, ""y"": 0, ""w"": 98, ""h"": 126}",53,565,,619,,
186,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_13_crop_128.png,test,ok,True,4,Face_2,Face_2,0.589141,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 96, ""h"": 120}",53,567,,621,,
187,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_16_crop_128.png,test,ok,True,4,Face_2,Face_2,0.834311,yes,1,128,128,"{""x"": 18, ""y"": 0, ""w"": 105, ""h"": 125}",53,566,,619,,
188,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_11_crop_128.png,test,ok,True,6,Face_2,Face_2,0.795734,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 104, ""h"": 124}",53,564,,617,,
189,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_09_crop_128.png,test,ok,True,6,Face_2,Face_2,0.898228,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 98, ""h"": 125}",53,567,,621,,
190,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_01_crop_128.png,test,ok,True,6,Face_2,Face_2,0.738915,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 97, ""h"": 126}",54,566,,620,,
191,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_09_crop_128.png,test,ok,True,6,Face_2,Face_2,0.794127,yes,1,128,128,"{""x"": 9, ""y"": 0, ""w"": 97, ""h"": 118}",53,567,,620,,
192,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_041_16_crop_128.png,test,ok,True,4,Face_2,Face_2,0.792206,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 99, ""h"": 119}",54,567,,621,,
193,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_15_crop_128.png,test,ok,True,4,Face_2,Face_2,0.71015,yes,1,128,128,"{""x"": 6, ""y"": 0, ""w"": 93, ""h"": 117}",53,566,,619,,
194,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_16_crop_128.png,test,ok,True,4,Face_2,Face_2,0.796599,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 101, ""h"": 122}",53,567,,621,,
195,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_04_crop_128.png,test,ok,True,6,Face_2,Face_2,0.666334,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 91, ""h"": 121}",54,566,,620,,
196,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_04_crop_128.png,test,ok,True,4,Face_2,Face_2,0.924407,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 107, ""h"": 128}",54,568,,622,,
197,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_090_12_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 91, ""h"": 126}",54,568,,622,,
198,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_02_crop_128.png,test,ok,True,4,Face_2,Face_2,0.713558,yes,1,128,128,"{""x"": 28, ""y"": 0, ""w"": 94, ""h"": 121}",55,566,,621,,
199,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_17_crop_128.png,test,ok,True,4,Face_2,Face_2,0.793963,yes,1,128,128,"{""x"": 19, ""y"": 0, ""w"": 107, ""h"": 123}",53,565,,619,,
200,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_05_crop_128.png,test,ok,True,4,Face_2,Face_2,0.828839,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 97, ""h"": 122}",53,566,,620,,
201,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_12_crop_128.png,test,ok,True,4,Face_2,Face_2,0.754711,yes,1,128,128,"{""x"": 18, ""y"": 0, ""w"": 108, ""h"": 123}",53,566,,620,,
202,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_06_crop_128.png,test,ok,True,6,Face_2,Face_2,0.747652,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 81, ""h"": 117}",53,566,,619,,
203,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_19_crop_128.png,test,ok,True,6,Face_2,Face_2,0.586023,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 98, ""h"": 123}",53,566,,620,,
204,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_06_crop_128.png,test,ok,True,4,Face_2,Face_2,0.906371,yes,1,128,128,"{""x"": 20, ""y"": 0, ""w"": 101, ""h"": 124}",53,566,,619,,
205,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.859041,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 105, ""h"": 125}",53,567,,621,,
206,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_05_crop_128.png,test,ok,True,4,Face_2,Face_2,0.879085,yes,1,128,128,"{""x"": 14, ""y"": 0, ""w"": 98, ""h"": 123}",54,568,,622,,
207,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_01_crop_128.png,test,ok,True,4,Face_2,Face_2,0.511676,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 92, ""h"": 123}",53,567,,620,,
208,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_050_07_crop_128.png,test,ok,True,5,Face_2,Face_2,0.902663,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 97, ""h"": 125}",53,566,,620,,
209,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_09_crop_128.png,test,ok,True,6,Face_2,Face_2,0.802545,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 101, ""h"": 120}",53,567,,621,,
210,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_00_crop_128.png,test,ok,True,6,Face_2,Face_2,0.622063,yes,1,128,128,"{""x"": 5, ""y"": 0, ""w"": 94, ""h"": 120}",53,566,,620,,
211,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_01_crop_128.png,test,ok,True,4,Face_2,Face_2,0.635824,yes,1,128,128,"{""x"": 31, ""y"": 0, ""w"": 97, ""h"": 121}",53,566,,620,,
212,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_130_14_crop_128.png,test,ok,True,4,Face_2,Face_2,0.762731,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 99, ""h"": 121}",53,567,,621,,
213,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_03_crop_128.png,test,ok,True,4,Face_2,Face_2,0.637098,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 90, ""h"": 124}",53,565,,619,,
214,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_02_240_04_crop_128.png,test,ok,False,,,__no_face__,,no,0,128,128,"""""",46,,,,,no_face
215,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_080_17_crop_128.png,test,ok,True,4,Face_2,Face_2,0.659888,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 94, ""h"": 119}",53,564,,618,,
216,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_190_17_crop_128.png,test,ok,True,4,Face_2,Face_2,0.762085,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 83, ""h"": 120}",53,566,,620,,
217,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_140_08_crop_128.png,test,ok,True,6,Face_2,Face_2,0.903402,yes,1,128,128,"{""x"": 16, ""y"": 0, ""w"": 107, ""h"": 120}",53,567,,621,,
218,Face_2,D:\Project_TotNghiep\face_dataset\Face_2\002_01_01_051_03_crop_128.png,test,ok,True,4,Face_2,Face_2,0.836666,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 105, ""h"": 127}",53,567,,621,,
219,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_041_18_crop_128.png,test,ok,True,7,Face_3,Face_3,0.695188,yes,1,128,128,"{""x"": 11, ""y"": 0, ""w"": 88, ""h"": 119}",53,566,,620,,
220,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_140_16_crop_128.png,test,ok,True,9,Face_3,Face_3,0.737713,yes,1,128,128,"{""x"": 24, ""y"": 0, ""w"": 87, ""h"": 119}",53,566,,620,,
221,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_080_14_crop_128.png,test,ok,True,8,Face_3,Face_3,0.612268,yes,1,128,128,"{""x"": 39, ""y"": 0, ""w"": 81, ""h"": 113}",53,567,,620,,
222,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_050_06_crop_128.png,test,ok,True,7,Face_3,Face_3,0.827428,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 90, ""h"": 117}",54,565,,619,,
223,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_050_03_crop_128.png,test,ok,True,7,Face_3,Face_3,0.748467,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 91, ""h"": 119}",53,567,,621,,
224,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_130_13_crop_128.png,test,ok,True,7,Face_3,Face_3,0.62984,yes,1,128,128,"{""x"": 35, ""y"": 0, ""w"": 88, ""h"": 122}",54,566,,620,,
225,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_041_16_crop_128.png,test,ok,True,8,Face_3,Face_3,0.766873,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 85, ""h"": 120}",54,566,,620,,
226,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_130_01_crop_128.png,test,ok,True,8,Face_3,Face_3,0.682079,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 91, ""h"": 119}",53,567,,621,,
227,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_140_07_crop_128.png,test,ok,True,9,Face_3,Face_3,0.847856,yes,1,128,128,"{""x"": 21, ""y"": 0, ""w"": 92, ""h"": 121}",53,564,,617,,
228,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_050_18_crop_128.png,test,ok,True,9,Face_3,Face_3,0.728524,yes,1,128,128,"{""x"": 15, ""y"": 0, ""w"": 85, ""h"": 116}",53,565,,619,,
229,Face_3,D:\Project_TotNghiep\face_dataset\Face_3\001_01_01_140_00_crop_128.png,test,ok,True,7,Face_3,Face_3,0.650161,yes,1,128,128,"{""x"": 21, ""y"": 4, ""w"": 88, ""h"": 112}",53,566,,620,,
